"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000135046",4581.91768778281,-1.46401591141698,0.0439329007812789,-33.3239072627055,1.73987809794085e-243,4.66224061953678e-241,"ANXA1","301","annexin A1"
"ENSG00000081923",1549.06690179341,-2.52988619986256,0.0760092147954001,-33.2839407257719,6.59330975398134e-243,1.73521784203887e-240,"ATP8B1","5205","ATPase phospholipid transporting 8B1"
"ENSG00000163346",2917.79069939981,1.81056662198907,0.0547035651526973,33.0977810483673,3.19855382761077e-240,8.27022566865396e-238,"PBXIP1","57326","PBX homeobox interacting protein 1"
"ENSG00000187678",2363.67043987816,1.72415483186101,0.0522701784865088,32.9854399159173,1.31370885634008e-238,3.33817950426554e-236,"SPRY4","81848","sprouty RTK signaling antagonist 4"
"ENSG00000163017",4893.9021785664,-1.87095249162295,0.0567964586464747,-32.941358250319,5.62527987052322e-238,1.40517584291138e-235,"ACTG2","72","actin, gamma 2, smooth muscle, enteric"
"ENSG00000152894",4900.8667898464,1.6861475469469,0.0515037601006685,32.7383387863562,4.44960167157838e-235,1.09297049059537e-232,"PTPRK","5796","protein tyrosine phosphatase, receptor type K"
"ENSG00000143341",2279.33849385387,2.05720946154363,0.0629925121360323,32.6580000032557,6.16947060975346e-234,1.49058455486142e-231,"HMCN1","83872","hemicentin 1"
"ENSG00000115461",200904.539632615,1.27117471085503,0.0389873671071153,32.6047847078915,3.50834660955183e-233,8.33967940831852e-231,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000104321",7567.20986030083,3.29744633697211,0.101231296318792,32.5733884369905,9.76966579470629e-233,2.28548149972034e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000113721",11145.9451572206,1.38865862866062,0.0428974827888638,32.3715644457608,6.89954383850678e-230,1.58883557956114e-227,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000164924",9585.69435022083,-1.33707455466617,0.0417126487365023,-32.0544150315755,1.90539100867961e-225,4.32025425937233e-223,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000173334",1074.47707273372,2.41256199111185,0.0759164047808307,31.7791918370855,1.25507812035366e-221,2.80262747542004e-219,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000160014",4226.55595021453,-1.4246113095082,0.044923027478019,-31.7122729585682,1.05243374798335e-220,2.31504008623561e-218,"CALM3","808","calmodulin 3"
"ENSG00000148175",3890.72249473237,1.38275935254453,0.0437425186059067,31.6113337003374,2.57956532371467e-219,5.59082849130983e-217,"STOM","2040","stomatin"
"ENSG00000171951",793.124579134864,2.98016310499178,0.0943819978865089,31.5755458850885,7.99976042675652e-219,1.70870245173243e-216,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.3264077758833,0.137032426835228,31.572145920509,8.90728089394556e-219,1.87536436878528e-216,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000164761",5291.78842553364,1.48922391533585,0.0474102574950053,31.4114285393355,1.41267427004268e-216,2.93239343547732e-214,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000134057",780.375869741297,-2.66975909686207,0.0850915122990377,-31.3751515836234,4.41713271050078e-216,9.04162526213339e-214,"CCNB1","891","cyclin B1"
"ENSG00000135074",13374.6004179129,1.14188898914826,0.0363987416493748,31.3716611455406,4.92886500615247e-216,9.95090581653084e-214,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000128591",23487.8410667789,-1.33084139991966,0.0432786272789383,-30.7505455601019,1.20241770819933e-207,2.39476110587051e-205,"FLNC","2318","filamin C"
"ENSG00000127920",2352.92723869813,2.10488854239112,0.0685910543640601,30.6875081875694,8.35473768034253e-207,1.64176165243851e-204,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000105088",793.128211520276,2.86562585504133,0.0934444345094744,30.6666295331991,1.58632297820156e-206,3.07621421746508e-204,"OLFM2","93145","olfactomedin 2"
"ENSG00000092820",1475.49048809515,-1.91025660582484,0.0625712952855355,-30.5292801932204,1.06538557357572e-204,2.03917566017649e-202,"EZR","7430","ezrin"
"ENSG00000183287",603.48721362449,-3.43610918567845,0.112997108558188,-30.4088239913593,4.1991532579069e-203,7.9342462455169e-201,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899938,3.93391564267365e-202,7.33899351161067e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000171246",11339.2021259297,1.74021926020965,0.0574719547345462,30.2794513993381,2.137563795826e-201,3.93792690286044e-199,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000076513",2351.57847713981,-1.94451433589107,0.0645262748633754,-30.1352331280285,1.67482912259116e-199,3.04736192700598e-197,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000176014",5059.66070673934,-1.58287883732762,0.0526625752397299,-30.0569964556814,1.76886796832272e-198,3.17921659965124e-196,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000068489",527.868372422254,-3.28311258388406,0.10940184687639,-30.0096632517873,7.34108057565886e-198,1.30352825932603e-195,"PRR11","55771","proline rich 11"
"ENSG00000089159",2841.04018824034,-1.52007282822686,0.0507616649259606,-29.9452910073771,5.06706139231525e-197,8.89027985713597e-195,"PXN","5829","paxillin"
"ENSG00000112984",587.875352632019,-3.36365679984128,0.112773759767564,-29.8265909265955,1.76653039557086e-195,3.06295587881451e-193,"KIF20A","10112","kinesin family member 20A"
"ENSG00000003436",3855.53263789867,1.53740403926743,0.0515649238098627,29.8149192450348,2.50294057541351e-195,4.28934165121445e-193,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000116729",14027.992136521,1.67569487585248,0.0564166016765746,29.7021590463551,7.20114924248129e-194,1.21909612698363e-191,"WLS","79971","wntless Wnt ligand secretion mediator"
"ENSG00000171617",3172.76514957676,1.72304030582996,0.0580113158598299,29.7017966286658,7.27917350892654e-194,1.21909612698363e-191,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000173546",2782.7113944163,-1.70836053254019,0.0575941302219375,-29.6620597612476,2.37081745554179e-193,3.92596715278369e-191,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000122641",8425.96553258608,1.39132775322491,0.046987837847556,29.6103804081991,1.09852705739726e-192,1.79889908576899e-190,"INHBA","3624","inhibin beta A subunit"
"ENSG00000133818",917.65645300902,-2.58022994827179,0.0872303205752982,-29.5795078047949,2.74199023262192e-192,4.44081890641558e-190,"RRAS2","22800","RAS related 2"
"ENSG00000111615",1215.27891511062,1.95677043084517,0.0663760817828509,29.4800533307575,5.18789476245195e-191,8.31078184880618e-189,"KRR1","11103","KRR1, small subunit processome component homolog"
"ENSG00000064666",5624.42477846777,-1.64273183328666,0.0557716988894408,-29.4545776083159,1.09999606251609e-190,1.74319806122173e-188,"CNN2","1265","calponin 2"
"ENSG00000134250",3989.90689953644,-1.355927761022,0.0460501465042377,-29.444591688698,1.47657629406973e-190,2.31508312999997e-188,"NOTCH2","4853","notch 2"
"ENSG00000066279",593.333577786577,-3.10048884487825,0.105364404313389,-29.4263405661779,2.52837045764187e-190,3.92243408470798e-188,"ASPM","259266","abnormal spindle microtubule assembly"
"ENSG00000116991",845.465812777274,2.42014865384511,0.0824494804170429,29.3531098268128,2.18083361826899e-189,3.34803394438005e-187,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000156011",1865.6956706154,1.74119412408018,0.0593370026669262,29.3441536616527,2.83732824532053e-189,4.31098388448804e-187,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000159399",1648.34458773227,1.92240040796665,0.0659490996139967,29.1497597271009,8.41280425819588e-187,1.26518274650297e-184,"HK2","3099","hexokinase 2"
"ENSG00000157557",2128.88768598769,1.84664194735371,0.0635784344173096,29.0450994001034,1.7745016413567e-185,2.64167729195102e-183,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000103257",3712.52147667185,-1.50764330927775,0.0520551639711814,-28.9624159115588,1.95797433925592e-184,2.88566258119537e-182,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000065911",1563.07540926849,-1.94825249993455,0.0673374981672211,-28.9326534688949,4.63893814404324e-184,6.76917528385241e-182,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000136153",4620.22110366109,-1.40313136365439,0.0486375334145688,-28.8487360511193,5.25526607757665e-183,7.59334425993379e-181,"LMO7","4008","LIM domain 7"
"ENSG00000135318",10396.875971113,-1.18098787421725,0.0409964049825146,-28.8071082018279,1.74740267232795e-182,2.50031267813294e-180,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000171444",1285.81453923875,1.85633936533433,0.0644924719270002,28.7838147595822,3.4201448543141e-182,4.84673989066166e-180,"MCC","4163","mutated in colorectal cancers"
"ENSG00000145147",601.510428483162,-2.68630819024852,0.0934361684563681,-28.7501963600203,9.00652603352249e-182,1.2641731493529e-179,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000182481",2566.38058699848,-1.6137581642457,0.0561603405358502,-28.734835808475,1.40129718650661e-181,1.94833188063532e-179,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000108829",3850.57518186778,-1.47517609589666,0.0513457665141112,-28.730238071161,1.59945454187215e-181,2.20306177926279e-179,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000088448",1041.5088322989,2.36777272035413,0.082439128527678,28.7214671314627,2.05838146578413e-181,2.80892833728949e-179,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000108932",593.620514665934,3.86329422852056,0.135042980927156,28.6078861855432,5.36045464682644e-180,7.24792482430533e-178,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000100345",41759.3349472728,-1.22519578049955,0.0428453775041677,-28.5957517909691,7.58777024148214e-180,1.01662325289967e-177,"MYH9","4627","myosin heavy chain 9"
"ENSG00000171848",822.67379311788,-2.53280647595274,0.0890287129053337,-28.4493214975031,4.96817371071062e-178,6.5964814548156e-176,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000038427",13753.9971136825,1.28379347826725,0.0451331152064859,28.4446015391102,5.68303998683606e-178,7.47827172553481e-176,"VCAN","1462","versican"
"ENSG00000141429",3588.58297366052,1.50607086818283,0.0530931794437975,28.3665601487871,5.23021746476455e-177,6.82149955714159e-175,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000155903",1023.35613415789,2.0508915834993,0.0724505362923357,28.3074727732037,2.7963296109076e-176,3.61511454434704e-174,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000091039",4444.70184434491,1.5725779271562,0.0556189560124927,28.2741360122433,7.18939426677264e-176,9.21367762640828e-174,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000147065",17820.4971549208,-1.03012530641843,0.0365228235969,-28.204974450712,5.08124629362381e-175,6.45581102374377e-173,"MSN","4478","moesin"
"ENSG00000117399",548.054729960495,-3.2334037348713,0.11465172239197,-28.2019638904069,5.53212100522808e-175,6.96858114316679e-173,"CDC20","991","cell division cycle 20"
"ENSG00000135926",1251.33626199858,-1.85342990575564,0.0659124220582546,-28.1195842586022,5.64504628590474e-174,7.05056713234441e-172,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000173801",2853.13714423843,1.54852031438864,0.055234720599664,28.0352701629862,6.04064945718187e-173,7.48126821007953e-171,"JUP","3728","junction plakoglobin"
"ENSG00000163661",1909.80217231797,-1.64964804944213,0.0590533750862105,-27.9348648071994,1.00679369524979e-171,1.23651045671595e-169,"PTX3","5806","pentraxin 3"
"ENSG00000185112",747.773002441521,2.65534841455275,0.0952230072975291,27.8855760799066,3.99159713617631e-171,4.86183128867491e-169,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000103449",1051.52143130918,2.35381530128696,0.0844340386495867,27.8775638229936,4.9921784121401e-171,6.03071519984597e-169,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000170759",4331.58598921615,-1.28570159440597,0.0461355805168515,-27.8678967513231,6.53822677395625e-171,7.83417773939571e-169,"KIF5B","3799","kinesin family member 5B"
"ENSG00000057657",689.791384929011,2.83420145492306,0.101922369388851,27.8074525927681,3.52496836752462e-170,4.18959546778854e-168,"PRDM1","639","PR/SET domain 1"
"ENSG00000109685",1268.17937848349,-1.89110241750534,0.068234723971056,-27.71466355323,4.648488377817e-169,5.48075373698135e-167,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000172795",852.701537725169,2.13206737934871,0.0770835750211007,27.6591657660544,2.16521307117508e-168,2.5326119240459e-166,"DCP2","167227","decapping mRNA 2"
"ENSG00000184838",1048.67798618006,2.27794331495983,0.0824087401530583,27.642011159605,3.48153235999667e-168,4.04022235603393e-166,"PRR16","51334","proline rich 16"
"ENSG00000166510",570.336073336896,2.83088461017557,0.102927885129293,27.5035730756495,1.59111426215905e-166,1.83201890591407e-164,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000076706",1719.55770882045,-1.57938242124774,0.057501178993335,-27.466957180666,4.35864331819659e-166,4.97966552120785e-164,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000102225",1340.69055489962,-1.74229970816939,0.0634971552129304,-27.439019942339,9.39461341608117e-166,1.06506009635542e-163,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000197565",563.648360733133,3.41302170318486,0.124605048794291,27.390717601013,3.53782094672844e-165,3.98018359640334e-163,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000161800",563.923688119321,-2.79230082377185,0.102045844333665,-27.3631997658003,7.52227113458641e-165,8.39872969557079e-163,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000113387",1168.42585268541,-2.03750868088623,0.0744625131650825,-27.3628782360474,7.58883323374734e-165,8.40934016533597e-163,"SUB1","10923","SUB1 homolog, transcriptional regulator"
"ENSG00000166851",502.683929770066,-3.32923741737014,0.12168898017951,-27.3585776827039,8.53777886742027e-165,9.39028245880895e-163,"PLK1","5347","polo like kinase 1"
"ENSG00000152223",2690.47150334747,-1.50606742288839,0.0550770515481377,-27.3447357938556,1.24734727329768e-164,1.3617336380638e-162,"EPG5","57724","ectopic P-granules autophagy protein 5 homolog"
"ENSG00000076641",954.690284174,2.03263249191203,0.0744909394413717,27.286976203486,6.05497741154261e-164,6.56163655083198e-162,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117031,27.2855920323943,6.28835886240983e-164,6.76480532220409e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000136378",1190.06353560081,2.13136943574248,0.0788327312645642,27.0366052469953,5.48952591815841e-161,5.8626545638999e-159,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000089685",509.548185635596,-3.09766103187188,0.114589407757228,-27.0326995531269,6.10174655967538e-161,6.46960725154646e-159,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000111206",489.63700653501,-3.02314009582521,0.111928826070382,-27.0094863134206,1.14350008310027e-160,1.20377887319513e-158,"FOXM1","2305","forkhead box M1"
"ENSG00000174574",1409.88985133804,-1.74444146022083,0.0649482708063534,-26.8589361743281,6.63283439611653e-159,6.93295839219613e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000167553",3002.80270522025,-1.4365475118008,0.0535105892817748,-26.8460417102914,9.3816865534208e-159,9.73713355100815e-157,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000075426",1241.54577193998,-2.02417343911852,0.0754066743905775,-26.8434254060069,1.00652684805478e-158,1.03735613193226e-156,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000113319",1375.65463563177,1.72034861201673,0.0641522054051014,26.816671401291,2.06537394319387e-158,2.11385285936051e-156,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000205542",10772.7240037773,-1.36860141667233,0.0510598847630802,-26.8038485206674,2.91413495766361e-158,2.96196696593423e-156,"TMSB4X","7114","thymosin beta 4, X-linked"
"ENSG00000147883",1092.60954361111,2.17982979415754,0.0813913275771782,26.7820891862287,5.22460957033723e-158,5.27399286627603e-156,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000119326",1060.1999959954,-2.06902763030849,0.0775868067488413,-26.6672610590381,1.12889473749466e-156,1.13181296878886e-154,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000100106",1548.43376339178,-1.5457970254851,0.0580504859851617,-26.6284941331968,3.17639230170711e-156,3.16308579341617e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125384",562.779146692896,-2.72049306992143,0.102236933694588,-26.6096895868215,5.24361137476992e-156,5.18660029807779e-154,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000125845",1172.2386809597,5.52533661138903,0.207771211150543,26.5933696049238,8.099146713847e-156,7.95768161791181e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000134333",9887.50008844397,-1.01647209042183,0.0383140642283292,-26.5299991241926,4.37007161668954e-155,4.26530566137552e-153,"LDHA","3939","lactate dehydrogenase A"
"ENSG00000157227",22662.7967620428,1.09975936183262,0.0415181810881765,26.488620960946,1.31082583080959e-154,1.2709836246363e-152,"MMP14","4323","matrix metallopeptidase 14"
"ENSG00000167900",535.537322697115,-2.99316984526989,0.11333340358589,-26.4103057930445,1.04333148997299e-153,1.00500781040666e-151,"TK1","7083","thymidine kinase 1"
"ENSG00000091409",2615.20252718009,-1.34488157108221,0.0509516587753845,-26.3952460706135,1.5536487321028e-153,1.48686201387864e-151,"ITGA6","3655","integrin subunit alpha 6"
"ENSG00000091844",494.500786591075,2.8082146197817,0.106412974069335,26.3897766634354,1.79528578130044e-153,1.70702721579393e-151,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000169439",2385.18491369971,1.32446365485834,0.0502228276739033,26.3717460008042,2.89072794351594e-153,2.73099669432935e-151,"SDC2","6383","syndecan 2"
"ENSG00000100647",1393.45153066727,1.71995059230639,0.0652353711383543,26.3653070764117,3.42649130706096e-153,3.21653687155825e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000139318",1424.14713666972,1.67884326166553,0.063894746016287,26.2751378843824,3.69005341205332e-152,3.4420257713191e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000071127",10996.1867655617,-1.00330193006868,0.0382024985108576,-26.2627306898142,5.11427508917628e-152,4.74051485938868e-150,"WDR1","9948","WD repeat domain 1"
"ENSG00000042062",529.580434708431,3.50771136342452,0.134086229942492,26.1601162545097,7.56115954285179e-151,6.96477308390935e-149,"RIPOR3","140876","RIPOR family member 3"
